HS4,direction,mass,year
8215,export,2418320.0,2002
8215,export,2254078.0,2003
8215,export,1968471.0,2004
8215,export,2135761.0,2005
8215,export,1751789.0,2006
8215,export,2191371.0,2007
8215,export,3897105.0,2008
8215,export,5879327.0,2009
8215,export,2514876.0,2010
8215,export,3286163.0,2011
8215,export,2760549.0,2012
8215,export,2928682.0,2013
8215,export,3157768.0,2014
8215,export,4084660.0,2015
8215,export,3009897.0,2016
8215,export,3333283.0,2017
8215,import,9254805.0,1996
8215,import,10841130.0,1997
8215,import,13084672.0,1998
8215,import,12991871.0,1999
8215,import,14618783.0,2000
8215,import,15779410.0,2001
8215,import,15950472.0,2002
8215,import,15250692.0,2003
8215,import,35738888.0,2004
8215,import,17162153.0,2005
8215,import,17764757.0,2006
8215,import,17013479.0,2007
8215,import,16394257.0,2008
8215,import,11627215.0,2009
8215,import,12007990.0,2010
8215,import,13409062.0,2011
8215,import,14129993.0,2012
8215,import,14614348.0,2013
8215,import,19354362.0,2014
8215,import,15683485.0,2015
8215,import,14844315.0,2016
8215,import,13822927.0,2017
83--,export,4432259.0,2015
83--,export,5849447.0,2016
83--,export,4878066.0,2017
83--,import,24416583.0,2015
83--,import,24294154.0,2016
83--,import,19892458.0,2017
8301,export,6379036.0,1996
8301,export,7090999.0,1997
8301,export,6660344.0,1998
8301,export,6388376.0,1999
8301,export,5142757.0,2000
8301,export,4793912.0,2001
8301,export,6296143.0,2002
8301,export,8795293.0,2003
8301,export,9298072.0,2004
8301,export,8744827.0,2005
8301,export,9926655.0,2006
8301,export,9657317.0,2007
8301,export,7268551.0,2008
8301,export,4934199.0,2009
8301,export,4604418.0,2010
8301,export,5126573.0,2011
8301,export,5319214.0,2012
8301,export,5647289.0,2013
8301,export,6586087.0,2014
8301,export,6900670.0,2015
8301,export,10027967.0,2016
8301,export,8233480.0,2017
8301,import,15811315.0,1996
8301,import,17307978.0,1997
8301,import,20155043.0,1998
8301,import,18335426.0,1999
8301,import,23728280.0,2000
8301,import,19235291.0,2001
8301,import,20480656.0,2002
8301,import,27421395.0,2003
8301,import,30269989.0,2004
8301,import,32663345.0,2005
8301,import,35273405.0,2006
8301,import,37687735.0,2007
8301,import,36575305.0,2008
8301,import,29993224.0,2009
8301,import,32790101.0,2010
8301,import,32733593.0,2011
8301,import,38206514.0,2012
8301,import,41234452.0,2013
8301,import,37910626.0,2014
8301,import,36897998.0,2015
8301,import,38519600.0,2016
8301,import,37420304.0,2017
8302,export,35872361.0,1996
8302,export,44214093.0,1997
8302,export,48225707.0,1998
8302,export,43728090.0,1999
8302,export,43488085.0,2000
8302,export,43880800.0,2001
8302,export,44620935.0,2002
8302,export,50614457.0,2003
8302,export,43697195.0,2004
8302,export,145519627.0,2005
8302,export,39168451.0,2006
8302,export,37249916.0,2007
8302,export,37647176.0,2008
8302,export,29440801.0,2009
8302,export,33886600.0,2010
8302,export,34213458.0,2011
8302,export,30628966.0,2012
8302,export,31291958.0,2013
8302,export,31060483.0,2014
8302,export,32392813.0,2015
8302,export,36704070.0,2016
8302,export,36069376.0,2017
8302,import,60925808.0,1996
8302,import,77651537.0,1997
8302,import,85864202.0,1998
8302,import,160029376.0,1999
8302,import,125562799.0,2000
8302,import,134614691.0,2001
8302,import,193484586.0,2002
8302,import,161572175.0,2003
8302,import,176990330.0,2004
8302,import,185106138.0,2005
8302,import,193985393.0,2006
8302,import,221343317.0,2007
8302,import,200473013.0,2008
8302,import,147767277.0,2009
8302,import,174829165.0,2010
8302,import,171612641.0,2011
8302,import,169829971.0,2012
8302,import,169089276.0,2013
8302,import,187598490.0,2014
8302,import,189296037.0,2015
8302,import,200926052.0,2016
8302,import,214253531.0,2017
8303,export,3545822.0,1996
8303,export,4119994.0,1997
8303,export,2855533.0,1998
8303,export,2606820.0,1999
8303,export,3091117.0,2000
8303,export,3946231.0,2001
8303,export,2642272.0,2002
8303,export,2385949.0,2003
8303,export,2584256.0,2004
8303,export,2938702.0,2005
8303,export,3137651.0,2006
8303,export,4785719.0,2007
8303,export,2372775.0,2008
8303,export,1383116.0,2009
8303,export,1987122.0,2010
8303,export,1719015.0,2011
8303,export,1577313.0,2012
8303,export,1127876.0,2013
8303,export,1125484.0,2014
8303,export,766031.0,2015
8303,export,1207871.0,2016
8303,export,1104333.0,2017
8303,import,4763203.0,1996
8303,import,10182005.0,1997
8303,import,7969760.0,1998
8303,import,9937356.0,1999
8303,import,9613228.0,2000
8303,import,14478196.0,2001
8303,import,20355593.0,2002
8303,import,17000882.0,2003
8303,import,18388414.0,2004
8303,import,17573034.0,2005
8303,import,16168947.0,2006
8303,import,14522947.0,2007
8303,import,12128726.0,2008
8303,import,9564091.0,2009
8303,import,10368537.0,2010
8303,import,10967509.0,2011
8303,import,10635994.0,2012
8303,import,10820106.0,2013
8303,import,12033547.0,2014
8303,import,9415637.0,2015
8303,import,9344240.0,2016
8303,import,10419700.0,2017
8304,export,3329720.0,1996
8304,export,3860752.0,1997
8304,export,3149729.0,1998
8304,export,2857516.0,1999
8304,export,2839917.0,2000
8304,export,2396230.0,2001
8304,export,1559753.0,2002
8304,export,1349719.0,2003
8304,export,1245027.0,2004
8304,export,1481938.0,2005
8304,export,1924209.0,2006
8304,export,3080744.0,2007
8304,export,1683712.0,2008
8304,export,1657246.0,2009
8304,export,1473744.0,2010
8304,export,1088811.0,2011
8304,export,982055.0,2012
8304,export,771565.0,2013
8304,export,1000093.0,2014
8304,export,707677.0,2015
8304,export,816331.0,2016
8304,export,929926.0,2017
8304,import,2241783.0,1996
8304,import,2511672.0,1997
8304,import,2247731.0,1998
8304,import,2882436.0,1999
8304,import,2322455.0,2000
8304,import,2880593.0,2001
8304,import,2412958.0,2002
8304,import,2777166.0,2003
8304,import,2715755.0,2004
8304,import,4441101.0,2005
8304,import,4165572.0,2006
8304,import,3524623.0,2007
8304,import,2803255.0,2008
8304,import,4127245.0,2009
8304,import,2146533.0,2010
8304,import,1692989.0,2011
8304,import,2603396.0,2012
8304,import,2312489.0,2013
8304,import,2018125.0,2014
8304,import,2157263.0,2015
8304,import,2219260.0,2016
8304,import,2212081.0,2017
8305,export,3290066.0,1996
8305,export,3317754.0,1997
8305,export,3195116.0,1998
8305,export,2594858.0,1999
8305,export,2201317.0,2000
8305,export,2654234.0,2001
8305,export,3191027.0,2002
8305,export,5811239.0,2003
8305,export,2790004.0,2004
8305,export,2411443.0,2005
8305,export,1160233.0,2006
8305,export,1487478.0,2007
8305,export,2163324.0,2008
8305,export,2324743.0,2009
8305,export,3264300.0,2010
8305,export,3918693.0,2011
8305,export,1511121.0,2012
8305,export,877183.0,2013
8305,export,1306227.0,2014
8305,export,811758.0,2015
8305,export,850658.0,2016
8305,export,854215.0,2017
8305,import,13524875.0,1996
8305,import,14527896.0,1997
8305,import,14367112.0,1998
8305,import,11843372.0,1999
8305,import,11230116.0,2000
8305,import,10673752.0,2001
8305,import,10863116.0,2002
8305,import,10493486.0,2003
8305,import,11502792.0,2004
8305,import,9948129.0,2005
8305,import,10511089.0,2006
8305,import,10626300.0,2007
8305,import,9129637.0,2008
8305,import,9158450.0,2009
8305,import,9962960.0,2010
8305,import,8266481.0,2011
8305,import,9280418.0,2012
8305,import,8942611.0,2013
8305,import,10304538.0,2014
8305,import,10721105.0,2015
8305,import,8573530.0,2016
8305,import,8379419.0,2017
8306,export,1494935.0,1996
8306,export,1934598.0,1997
8306,export,2092965.0,1998
8306,export,2569104.0,1999
8306,export,2152872.0,2000
8306,export,1505426.0,2001
8306,export,1664043.0,2002
8306,export,1378245.0,2003
8306,export,1281047.0,2004
8306,export,1757779.0,2005
8306,export,2259922.0,2006
8306,export,1976365.0,2007
8306,export,2609043.0,2008
8306,export,4707375.0,2009
8306,export,3016022.0,2010
8306,export,2033128.0,2011
8306,export,1600157.0,2012
8306,export,1615308.0,2013
8306,export,1944182.0,2014
8306,export,6770770.0,2015
8306,export,4013185.0,2016
8306,export,1778500.0,2017
8306,import,8274477.0,1996
8306,import,8108314.0,1997
8306,import,13228515.0,1998
8306,import,17534043.0,1999
8306,import,14709908.0,2000
8306,import,14195889.0,2001
8306,import,16230120.0,2002
8306,import,18180795.0,2003
8306,import,19803482.0,2004
8306,import,17922519.0,2005
8306,import,18531728.0,2006
8306,import,21552214.0,2007
8306,import,19854610.0,2008
8306,import,16574137.0,2009
8306,import,18748307.0,2010
8306,import,16300601.0,2011
8306,import,15160426.0,2012
8306,import,14456884.0,2013
8306,import,15090156.0,2014
8306,import,15729244.0,2015
8306,import,15878498.0,2016
8306,import,15985506.0,2017
8307,export,8556345.0,1996
8307,export,12105648.0,1997
8307,export,14163256.0,1998
8307,export,13160594.0,1999
8307,export,8923364.0,2000
8307,export,4118818.0,2001
8307,export,2801659.0,2002
8307,export,3045940.0,2003
8307,export,3729144.0,2004
8307,export,4060778.0,2005
8307,export,3681504.0,2006
8307,export,9572878.0,2007
8307,export,30830848.0,2008
8307,export,11853693.0,2009
8307,export,15892084.0,2010
8307,export,9315155.0,2011
8307,export,10722208.0,2012
8307,export,14666380.0,2013
8307,export,21764226.0,2014
8307,export,18480928.0,2015
8307,export,19931195.0,2016
8307,export,14933306.0,2017
8307,import,7566710.0,1996
8307,import,2648760.0,1997
8307,import,8219811.0,1998
8307,import,4960511.0,1999
8307,import,2934514.0,2000
8307,import,7266089.0,2001
8307,import,6866591.0,2002
8307,import,5310119.0,2003
8307,import,4686556.0,2004
8307,import,4582033.0,2005
8307,import,4440761.0,2006
8307,import,5089916.0,2007
8307,import,5180618.0,2008
8307,import,4311027.0,2009
8307,import,5212432.0,2010
8307,import,4535256.0,2011
8307,import,3957301.0,2012
8307,import,3723738.0,2013
8307,import,4481089.0,2014
8307,import,5232644.0,2015
8307,import,6381861.0,2016
8307,import,4661342.0,2017
8308,export,7432241.0,1996
8308,export,9187988.0,1997
8308,export,8622567.0,1998
8308,export,9794247.0,1999
8308,export,9865918.0,2000
8308,export,8211329.0,2001
8308,export,8453481.0,2002
8308,export,8319341.0,2003
8308,export,8988304.0,2004
8308,export,8659013.0,2005
8308,export,8555571.0,2006
8308,export,9356034.0,2007
8308,export,7685676.0,2008
8308,export,4764381.0,2009
8308,export,6943802.0,2010
8308,export,7440213.0,2011
8308,export,6415706.0,2012
8308,export,5194513.0,2013
8308,export,5413773.0,2014
8308,export,5825216.0,2015
8308,export,5735373.0,2016
8308,export,6240427.0,2017
8308,import,4423067.0,1996
8308,import,5474678.0,1997
8308,import,7173209.0,1998
8308,import,11209792.0,1999
8308,import,8484310.0,2000
8308,import,10225811.0,2001
8308,import,11825126.0,2002
8308,import,11367862.0,2003
8308,import,9551317.0,2004
8308,import,11961220.0,2005
8308,import,17050727.0,2006
8308,import,15749512.0,2007
8308,import,12856042.0,2008
8308,import,7317418.0,2009
8308,import,8931535.0,2010
8308,import,7872096.0,2011
8308,import,7449323.0,2012
8308,import,7295493.0,2013
8308,import,8767519.0,2014
8308,import,6903059.0,2015
8308,import,6630981.0,2016
8308,import,7469146.0,2017
8309,export,29412417.0,1996
8309,export,25962902.0,1997
8309,export,34660553.0,1998
8309,export,18893914.0,1999
8309,export,33589925.0,2000
8309,export,28880549.0,2001
8309,export,24178829.0,2002
8309,export,30148028.0,2003
8309,export,28206181.0,2004
8309,export,33779023.0,2005
8309,export,33774277.0,2006
8309,export,36122941.0,2007
8309,export,34715360.0,2008
8309,export,37772041.0,2009
8309,export,41580905.0,2010
8309,export,41653418.0,2011
8309,export,45696851.0,2012
8309,export,45435479.0,2013
8309,export,53145503.0,2014
8309,export,38579621.0,2015
8309,export,28311166.0,2016
8309,export,23084954.0,2017
8309,import,13978604.0,1996
8309,import,15767305.0,1997
8309,import,283484637.0,1998
8309,import,115864075.0,1999
8309,import,40559570.0,2000
8309,import,41944306.0,2001
8309,import,55543506.0,2002
8309,import,88370215.0,2003
8309,import,63290391.0,2004
8309,import,60719523.0,2005
8309,import,55926135.0,2006
8309,import,64102180.0,2007
8309,import,58548477.0,2008
8309,import,58270960.0,2009
8309,import,58700723.0,2010
8309,import,62014261.0,2011
8309,import,68915917.0,2012
8309,import,63383935.0,2013
8309,import,69612349.0,2014
8309,import,67486203.0,2015
8309,import,71183924.0,2016
8309,import,77287102.0,2017
8310,export,345512.0,1996
8310,export,344643877.0,1997
8310,export,780881.0,1998
8310,export,830456.0,1999
8310,export,597945.0,2000
8310,export,519688.0,2001
8310,export,549424.0,2002
8310,export,626393.0,2003
8310,export,1149325.0,2004
8310,export,1041939.0,2005
8310,export,1276603.0,2006
8310,export,1636527.0,2007
8310,export,965699.0,2008
8310,export,886264.0,2009
8310,export,1186554.0,2010
8310,export,863587.0,2011
8310,export,848572.0,2012
8310,export,1054059.0,2013
8310,export,824106.0,2014
8310,export,650122.0,2015
8310,export,501654.0,2016
8310,export,769896.0,2017
8310,import,684135.0,1996
8310,import,2503768.0,1997
8310,import,3211490.0,1998
8310,import,2076863.0,1999
8310,import,1282396.0,2000
8310,import,853638.0,2001
8310,import,2121804.0,2002
8310,import,2969964.0,2003
8310,import,3278687.0,2004
8310,import,3979946.0,2005
8310,import,1925493.0,2006
8310,import,1662867.0,2007
8310,import,1325514.0,2008
8310,import,946185.0,2009
8310,import,1708173.0,2010
8310,import,1688880.0,2011
8310,import,1701628.0,2012
8310,import,2302625.0,2013
8310,import,2430732.0,2014
8310,import,2292598.0,2015
8310,import,2785590.0,2016
8310,import,2862453.0,2017
8311,export,13409561.0,1996
8311,export,16793059.0,1997
8311,export,18233587.0,1998
8311,export,20561415.0,1999
8311,export,19444064.0,2000
8311,export,19789772.0,2001
8311,export,20387392.0,2002
8311,export,17998293.0,2003
8311,export,14938021.0,2004
8311,export,12990770.0,2005
8311,export,14726550.0,2006
8311,export,16346165.0,2007
8311,export,17012551.0,2008
8311,export,14395265.0,2009
8311,export,18702350.0,2010
8311,export,18616668.0,2011
8311,export,6380115.0,2012
8311,export,6511866.0,2013
8311,export,5747371.0,2014
8311,export,4299134.0,2015
8311,export,4200874.0,2016
8311,export,4276460.0,2017
8311,import,28565079.0,1996
8311,import,26217208.0,1997
8311,import,31834830.0,1998
8311,import,31698741.0,1999
8311,import,21774857.0,2000
8311,import,17808517.0,2001
8311,import,18770475.0,2002
8311,import,16804396.0,2003
8311,import,19282443.0,2004
8311,import,19788845.0,2005
8311,import,24486737.0,2006
8311,import,25534595.0,2007
8311,import,21995635.0,2008
8311,import,14434999.0,2009
8311,import,16021370.0,2010
8311,import,13326656.0,2011
8311,import,10521903.0,2012
8311,import,13069269.0,2013
8311,import,13551495.0,2014
8311,import,10487729.0,2015
8311,import,9993393.0,2016
8311,import,9395452.0,2017
84--,export,54880106.0,2015
84--,export,58068711.0,2016
84--,export,60675940.0,2017
84--,import,223134126.0,2015
84--,import,252123928.0,2016
84--,import,268723338.0,2017
8401,export,560659.0,1996
8401,export,1632596.0,1997
8401,export,1210037.0,1998
8401,export,1376641.0,1999
8401,export,714805.0,2000
8401,export,585429.0,2001
8401,export,221253.0,2002
8401,export,1486054.0,2003
8401,export,462022.0,2004
8401,export,148871.0,2005
8401,export,127592.0,2006
8401,export,174528.0,2007
8401,export,207354.0,2008
8401,export,257779.0,2009
8401,export,352628.0,2010
8401,export,313421.0,2011
8401,export,304239.0,2012
8401,export,282848.0,2013
8401,export,95648.0,2014
8401,export,5815.0,2015
8401,export,21159.0,2016
8401,export,67572.0,2017
8401,import,2464965.0,1996
8401,import,1070545.0,1997
8401,import,22843096.0,1998
8401,import,1732485.0,1999
8401,import,2033884.0,2000
8401,import,1391014.0,2001
8401,import,798996.0,2002
8401,import,1351694.0,2003
8401,import,1308638.0,2004
8401,import,1363373.0,2005
8401,import,589196.0,2006
8401,import,1513262.0,2007
8401,import,2199280.0,2008
8401,import,52625.0,2009
8401,import,1817883.0,2010
8401,import,11732.0,2011
8401,import,10815.0,2012
8401,import,5588.0,2013
8401,import,285514.0,2014
8401,import,410313.0,2015
8401,import,51395.0,2016
8401,import,99207.0,2017
8402,export,31330855.0,1996
8402,export,78835614.0,1997
8402,export,21294483.0,1998
8402,export,11479136.0,1999
8402,export,9522820.0,2000
8402,export,13981322.0,2001
8402,export,9138672.0,2002
8402,export,6996866.0,2003
8402,export,6302786.0,2004
8402,export,4261176.0,2005
8402,export,3451663.0,2006
8402,export,3016195.0,2007
8402,export,3027372.0,2008
8402,export,4701758.0,2009
8402,export,5589481.0,2010
8402,export,6435615.0,2011
8402,export,4062774.0,2012
8402,export,4753480.0,2013
8402,export,3894991.0,2014
8402,export,3912767.0,2015
8402,export,3955802.0,2016
8402,export,3659102.0,2017
8402,import,9328551.0,1996
8402,import,9920000.0,1997
8402,import,2998905.0,1998
8402,import,19472764.0,1999
8402,import,4379321.0,2000
8402,import,2635071.0,2001
8402,import,2990037.0,2002
8402,import,5128015.0,2003
8402,import,2629755.0,2004
8402,import,5056178.0,2005
8402,import,3227399.0,2006
8402,import,13109111.0,2007
8402,import,60418146.0,2008
8402,import,18161961.0,2009
8402,import,22152157.0,2010
8402,import,5036550.0,2011
8402,import,8987688.0,2012
8402,import,54662313.0,2013
8402,import,13829667.0,2014
8402,import,7384931.0,2015
8402,import,9989742.0,2016
8402,import,12369596.0,2017
8403,export,18832374.0,1996
8403,export,27496280.0,1997
8403,export,12140211.0,1998
8403,export,7209464.0,1999
8403,export,5685901.0,2000
8403,export,5256112.0,2001
8403,export,7174126.0,2002
8403,export,7394556.0,2003
8403,export,6892731.0,2004
8403,export,8553502.0,2005
8403,export,7855477.0,2006
8403,export,7349004.0,2007
8403,export,6903415.0,2008
8403,export,6314333.0,2009
8403,export,7368680.0,2010
8403,export,7112523.0,2011
8403,export,5707615.0,2012
8403,export,6793186.0,2013
8403,export,5924588.0,2014
8403,export,6314745.0,2015
8403,export,7937359.0,2016
8403,export,9898057.0,2017
8403,import,23250772.0,1996
8403,import,34328819.0,1997
8403,import,65645503.0,1998
8403,import,43621368.0,1999
8403,import,32749604.0,2000
8403,import,42921230.0,2001
8403,import,50416141.0,2002
8403,import,62418046.0,2003
8403,import,53312802.0,2004
8403,import,55613467.0,2005
8403,import,62864472.0,2006
8403,import,62073304.0,2007
8403,import,65829205.0,2008
8403,import,62288674.0,2009
8403,import,56270290.0,2010
8403,import,53253531.0,2011
8403,import,49959027.0,2012
8403,import,55564756.0,2013
8403,import,64558873.0,2014
8403,import,62137741.0,2015
8403,import,59807550.0,2016
8403,import,63753476.0,2017
8404,export,19016986.0,1996
8404,export,11131415.0,1997
8404,export,12913937.0,1998
8404,export,9172527.0,1999
8404,export,10508750.0,2000
8404,export,7656523.0,2001
8404,export,5596385.0,2002
8404,export,7799192.0,2003
8404,export,17088324.0,2004
8404,export,5243894.0,2005
8404,export,2972395.0,2006
8404,export,4916196.0,2007
8404,export,3470649.0,2008
8404,export,3610611.0,2009
8404,export,3865904.0,2010
8404,export,5978584.0,2011
8404,export,3104902.0,2012
8404,export,5860687.0,2013
8404,export,2090427.0,2014
8404,export,3156640.0,2015
8404,export,3115391.0,2016
8404,export,1950991.0,2017
8404,import,2625251.0,1996
8404,import,3263326.0,1997
8404,import,10401535.0,1998
8404,import,2985307.0,1999
8404,import,2658430.0,2000
8404,import,3021142.0,2001
8404,import,2852344.0,2002
8404,import,1610995.0,2003
8404,import,3933366.0,2004
8404,import,4498687.0,2005
8404,import,5001015.0,2006
8404,import,8233178.0,2007
8404,import,8204290.0,2008
8404,import,7637808.0,2009
8404,import,4684544.0,2010
8404,import,4124373.0,2011
8404,import,4545852.0,2012
8404,import,3983308.0,2013
8404,import,4572648.0,2014
8404,import,4039211.0,2015
8404,import,4309265.0,2016
8404,import,6408304.0,2017
8405,export,1756825.0,1996
8405,export,987510.0,1997
8405,export,1075023.0,1998
8405,export,2833812.0,1999
8405,export,5490760.0,2000
8405,export,6547100.0,2001
8405,export,2268827.0,2002
8405,export,689693.0,2003
8405,export,1128249.0,2004
8405,export,1279824.0,2005
8405,export,1291406.0,2006
8405,export,1215524.0,2007
8405,export,1796843.0,2008
8405,export,1230336.0,2009
8405,export,720184.0,2010
8405,export,636339.0,2011
8405,export,1209895.0,2012
8405,export,1118269.0,2013
8405,export,885108.0,2014
8405,export,4259812.0,2015
8405,export,1384359.0,2016
8405,export,908608.0,2017
8405,import,639690.0,1996
8405,import,1238917.0,1997
8405,import,2100708.0,1998
8405,import,2189595.0,1999
8405,import,3324571.0,2000
8405,import,3401999.0,2001
8405,import,3960159.0,2002
8405,import,5279125.0,2003
8405,import,5878649.0,2004
8405,import,17424115.0,2005
8405,import,2191637.0,2006
8405,import,1996430.0,2007
8405,import,1556907.0,2008
8405,import,896045.0,2009
8405,import,1078822.0,2010
8405,import,904110.0,2011
8405,import,835304.0,2012
8405,import,1272009.0,2013
8405,import,1223982.0,2014
8405,import,1225179.0,2015
8405,import,1117243.0,2016
8405,import,53909350.0,2017
8406,export,6441186.0,1996
8406,export,9109227.0,1997
8406,export,8276008.0,1998
8406,export,7394916.0,1999
8406,export,5334676.0,2000
8406,export,12328810.0,2001
8406,export,7249868.0,2002
8406,export,4020767.0,2003
8406,export,3397789.0,2004
8406,export,6443409.0,2005
8406,export,6470846.0,2006
8406,export,5698606.0,2007
8406,export,4699490.0,2008
8406,export,5002115.0,2009
8406,export,1970152.0,2010
8406,export,2367284.0,2011
8406,export,2154449.0,2012
8406,export,1650719.0,2013
8406,export,1765865.0,2014
8406,export,2900530.0,2015
8406,export,2564094.0,2016
8406,export,3639225.0,2017
8406,import,3742041.0,1996
8406,import,4617793.0,1997
8406,import,4290383.0,1998
8406,import,5698585.0,1999
8406,import,4098206.0,2000
8406,import,4438705.0,2001
8406,import,9916645.0,2002
8406,import,2088563.0,2003
8406,import,877349.0,2004
8406,import,1155572.0,2005
8406,import,1558554.0,2006
8406,import,2930113.0,2007
8406,import,3560044.0,2008
8406,import,13286538.0,2009
8406,import,4067144.0,2010
8406,import,3249388.0,2011
8406,import,4473695.0,2012
8406,import,2804794.0,2013
8406,import,5159786.0,2014
8406,import,1193647.0,2015
8406,import,3111679.0,2016
8406,import,3712823.0,2017
8407,export,93302937.0,1996
8407,export,84006126.0,1997
8407,export,90383405.0,1998
8407,export,111904828.0,1999
8407,export,105238684.0,2000
8407,export,143880055.0,2001
8407,export,177651599.0,2002
8407,export,178366547.0,2003
8407,export,170064307.0,2004
8407,export,146384914.0,2005
8407,export,183738106.0,2006
8407,export,190087174.0,2007
8407,export,195433240.0,2008
8407,export,150556058.0,2009
8407,export,135852062.0,2010
8407,export,120240082.0,2011
8407,export,99974109.0,2012
8407,export,170990567.0,2013
8407,export,190148960.0,2014
8407,export,130166731.0,2015
8407,export,136846079.0,2016
8407,export,111080005.0,2017
8407,import,51462130.0,1996
8407,import,28136712.0,1997
8407,import,55687292.0,1998
8407,import,72635324.0,1999
8407,import,58599336.0,2000
8407,import,46717951.0,2001
8407,import,53060675.0,2002
8407,import,55297183.0,2003
8407,import,61710752.0,2004
8407,import,47199885.0,2005
8407,import,47955612.0,2006
8407,import,71310332.0,2007
8407,import,47629033.0,2008
8407,import,30940726.0,2009
8407,import,41658102.0,2010
8407,import,33989865.0,2011
8407,import,21306993.0,2012
8407,import,24444573.0,2013
8407,import,35135285.0,2014
8407,import,40072529.0,2015
8407,import,32841283.0,2016
8407,import,29000282.0,2017
8408,export,132639449.0,1996
8408,export,142528758.0,1997
8408,export,139468760.0,1998
8408,export,116732232.0,1999
8408,export,148830365.0,2000
8408,export,112798845.0,2001
8408,export,90136243.0,2002
8408,export,85637112.0,2003
8408,export,98647953.0,2004
8408,export,114921745.0,2005
8408,export,131916080.0,2006
8408,export,181387665.0,2007
8408,export,219268646.0,2008
8408,export,146936126.0,2009
8408,export,229189666.0,2010
8408,export,297237135.0,2011
8408,export,254257759.0,2012
8408,export,228315536.0,2013
8408,export,246719750.0,2014
8408,export,231261471.0,2015
8408,export,219767404.0,2016
8408,export,253502874.0,2017
8408,import,63982671.0,1996
8408,import,112760725.0,1997
8408,import,52312277.0,1998
8408,import,46945011.0,1999
8408,import,84649481.0,2000
8408,import,79322262.0,2001
8408,import,148961378.0,2002
8408,import,144845154.0,2003
8408,import,163672549.0,2004
8408,import,198396352.0,2005
8408,import,204888083.0,2006
8408,import,139231179.0,2007
8408,import,172653401.0,2008
8408,import,112665181.0,2009
8408,import,142362980.0,2010
8408,import,173329114.0,2011
8408,import,188820130.0,2012
8408,import,194268337.0,2013
8408,import,212325547.0,2014
8408,import,167555133.0,2015
8408,import,138425806.0,2016
8408,import,121454122.0,2017
8409,export,100541494.0,1996
8409,export,131102738.0,1997
8409,export,111294265.0,1998
8409,export,97446794.0,1999
8409,export,109570241.0,2000
8409,export,106425515.0,2001
8409,export,98312595.0,2002
8409,export,115890942.0,2003
8409,export,140861322.0,2004
8409,export,109254444.0,2005
8409,export,114997317.0,2006
8409,export,120498856.0,2007
8409,export,104345423.0,2008
8409,export,65000858.0,2009
8409,export,82175081.0,2010
8409,export,94357227.0,2011
8409,export,99556794.0,2012
8409,export,107898738.0,2013
8409,export,121339181.0,2014
8409,export,107644368.0,2015
8409,export,98524135.0,2016
8409,export,100292645.0,2017
8409,import,205912381.0,1996
8409,import,211483390.0,1997
8409,import,210511825.0,1998
8409,import,198645774.0,1999
8409,import,245554159.0,2000
8409,import,299506234.0,2001
8409,import,273288790.0,2002
8409,import,308690902.0,2003
8409,import,329150666.0,2004
8409,import,314123423.0,2005
8409,import,360290563.0,2006
8409,import,486305253.0,2007
8409,import,513673256.0,2008
8409,import,265823022.0,2009
8409,import,347745357.0,2010
8409,import,380158609.0,2011
8409,import,354960560.0,2012
8409,import,338360484.0,2013
8409,import,364262772.0,2014
8409,import,329303431.0,2015
8409,import,354271229.0,2016
8409,import,391621913.0,2017
8410,export,743179.0,1996
8410,export,1342138.0,1997
8410,export,942870.0,1998
8410,export,1049084.0,1999
8410,export,948231.0,2000
8410,export,477957.0,2001
8410,export,311252.0,2002
8410,export,444052.0,2003
8410,export,802645.0,2004
8410,export,893963.0,2005
8410,export,551714.0,2006
8410,export,420637.0,2007
8410,export,406674.0,2008
8410,export,867357.0,2009
8410,export,328769.0,2010
8410,export,430192.0,2011
8410,export,417477.0,2012
8410,export,283428.0,2013
8410,export,430422.0,2014
8410,export,322958.0,2015
8410,export,339781.0,2016
8410,export,161292.0,2017
8410,import,315984.0,1996
8410,import,471295.0,1997
8410,import,328199.0,1998
8410,import,170957.0,1999
8410,import,1107758.0,2000
8410,import,461463.0,2001
8410,import,210819.0,2002
8410,import,1846876.0,2003
8410,import,686340.0,2004
8410,import,300599.0,2005
8410,import,208145.0,2006
8410,import,139267.0,2007
8410,import,1907726.0,2008
8410,import,250551.0,2009
8410,import,83962.0,2010
8410,import,103907.0,2011
8410,import,60663.0,2012
8410,import,128755.0,2013
8410,import,176796.0,2014
8410,import,205744.0,2015
8410,import,152564.0,2016
8410,import,461014.0,2017
8411,export,17847814.0,1996
8411,export,20851494.0,1997
8411,export,21477909.0,1998
8411,export,19659648.0,1999
8411,export,20006242.0,2000
8411,export,21953218.0,2001
8411,export,27244529.0,2002
8411,export,25583624.0,2003
8411,export,24894745.0,2004
8411,export,21493877.0,2005
8411,export,22767946.0,2006
8411,export,19712293.0,2007
8411,export,22281293.0,2008
8411,export,19607826.0,2009
8411,export,17321504.0,2010
8411,export,30918838.0,2011
8411,export,23965171.0,2012
8411,export,21272526.0,2013
8411,export,23593208.0,2014
8411,export,19020651.0,2015
8411,export,17447741.0,2016
8411,export,21768431.0,2017
8411,import,13019108.0,1996
8411,import,13293456.0,1997
8411,import,18492003.0,1998
8411,import,18011456.0,1999
8411,import,16952825.0,2000
8411,import,17712084.0,2001
8411,import,24558655.0,2002
8411,import,16431348.0,2003
8411,import,18886697.0,2004
8411,import,29919967.0,2005
